0,nospec_no_specifier_test,1621589378,0
1,nospec_empty_string,1621872307,0
2,nospec_some_escaped_chars,1621872307,0
3,nospec_successive_5_5,1621872307,0
4,nospec_successive_2_9,1621872307,0
5,nospec_successive_8_3,1621872307,0
6,pct_basic,1621888187,1621589006
7,pct_5w,1621888187,1621589006
8,pct_5wlj,1621888187,1621589006
9,pct_5wzp,1621888187,1621589006
10,pct_5wljzp,1621888187,1621589006
16,c_allprintable_combined,1621884812,0
17,c_1_31_combined,1621884812,0
18,c_128_255_combined,1621884812,0
19,c_allprintable_width,1621884812,0
20,c_1_31_width,1621884812,0
21,c_128_255_width,1621884812,0
22,c_allprintable_width_lj,1621884812,0
23,c_1_31_width_lj,1621884812,0
24,c_128_255_width_lj,1621884812,0
25,c_nullterm_basic,1621884812,0
26,c_nullterm_5w,1621884812,0
27,c_nullterm_5wlj,1621884812,0
28,s_basic_string_expansion,1621884802,1621786857
29,s_only_string_expansion,1621884802,1621786857
30,s_two_string_expansions,1621884802,1621786857
31,s_two_string_expansions2,1621884802,1621786857
32,s_empty_string_expansion,1621884802,0
33,s_full_then_empty_string,1621884802,1621786857
34,s_empty_then_full_string,1621884802,1621786857
35,s_three_strings,1621884802,1621786857
36,s_space_padded_field_width,1621884802,1621786857
37,s_space_padded_field_width2,1621884802,1621786857
38,s_space_padded_over_field_width,1621884802,1621786857
39,s_space_padded_field_width_lj,1621884802,1621786857
40,s_space_padded_field_width2_lj,1621884802,1621786857
41,s_space_padded_over_field_width_lj,1621884802,1621786857
42,s_string_prec_notrunc,1621884802,1621786857
43,s_string_prec_trunc,1621884802,1621786857
44,s_string_prec_default,1621884802,1621785109
45,s_string_prec_zero,1621884802,1621784965
46,s_two_strings_prec_2trunc,1621884802,1621786857
47,s_two_strings_prec_1trunc_a,1621884802,1621786857
48,s_two_strings_prec_1trunc_b,1621884802,1621786857
49,s_two_strings_prec_0trunc,1621884802,1621786857
50,s_string_prec_width_notrunc,1621884802,1621786857
51,s_string_prec_width_trunc,1621884802,1621786857
52,s_string_prec_width_notrunc_lj,1621884802,1621786857
53,s_string_prec_width_trunc_lj,1621884802,1621786857
54,s_two_s_prec_width_2fit_0trunc,1621884802,1621786857
55,s_two_s_prec_width_1fit_a_0trunc,1621884802,1621786857
56,s_two_s_prec_width_1fit_b_0trunc,1621884802,1621786857
57,s_two_s_prec_width_0fit_0trunc,1621884802,1621786857
58,s_two_s_prec_width_2fit_1trunc_a,1621884802,1621786857
59,s_two_s_prec_width_1fit_a_1trunc_a,1621884802,1621786857
60,s_two_s_prec_width_1fit_b_1trunc_a,1621884802,1621786857
61,s_two_s_prec_width_0fit_1trunc_a,1621884802,1621786857
62,s_two_s_prec_width_2fit_1trunc_b,1621884802,1621786857
63,s_two_s_prec_width_1fit_a_1trunc_b,1621884802,1621786857
64,s_two_s_prec_width_1fit_b_1trunc_b,1621884802,1621786857
65,s_two_s_prec_width_0fit_1trunc_b,1621884802,1621786857
66,s_two_s_prec_width_2fit_2trunc,1621884802,1621786857
67,s_two_s_prec_width_1fit_a_2trunc,1621884802,1621786857
68,s_two_s_prec_width_1fit_b_2trunc,1621884802,1621786857
69,s_two_s_prec_width_0fit_2trunc,1621884802,1621786857
70,s_two_s_prec_width_2trunc,1621884802,1621786857
71,s_two_strings_lj_and_rj,1621884802,1621786857
72,s_two_strings_rj_and_lj,1621884802,1621786857
73,s_null_basic_string_expansion,1621884802,1621786857
74,s_null_only_string_expansion,1621884802,1621786857
75,s_null_space_padded_field_width,1621884802,1621786857
76,s_null_space_padded_over_field_width,1621884802,1621786857
77,s_null_space_padded_field_width_lj,1621884802,1621786857
78,s_null_space_padded_field_width2_lj,1621884802,1621786857
79,s_null_space_padded_over_field_width_lj,1621884802,1621786857
80,s_null_string_prec_notrunc,1621884802,1621786857
81,s_null_string_prec_trunc,1621884802,1621786857
82,s_null_string_prec_default,1621884802,1621785109
83,s_null_string_prec_zero,1621884802,1621784965
84,s_basic_s_hidden,1621884802,1621786857
85,s_width_3_s_hidden,1621884802,1621786857
86,s_width_9_s_hidden,1621884802,1621786857
87,s_prec_no_width_s_hidden,1621884802,1621785109
88,s_prec_9_no_width_s_hidden,1621884802,1621786857
89,s_prec_03_no_width_s_hidden,1621884802,1621786857
90,s_prec_09_no_width_s_hidden,1621884802,1621786857
91,s_prec_03_no_width_s_null,1621786857,1621884802
92,s_prec_09_no_width_s_null,1621884802,1621786857
93,s_prec_00_no_width_s_nullchar,1621884802,1621526591
94,s_prec_01_no_width_s_nullchar,1621884802,1621586210
95,s_prec_03_no_width_s_nullchar,1621884802,1621586210
96,s_prec_09_no_width_s_nullchar,1621884802,1621586210
97,s_prec_0_width_3_s_hidden,1621884802,1621786857
98,s_prec_0_width_10_s_hidden,1621884802,1621786857
99,s_prec_0_width_3_s_null,1621884802,1621786857
100,s_prec_0_width_10_s_null,1621884802,1621786857
101,s_prec_0_width_1_s_nullchar,1621884802,1621786857
102,s_prec_0_width_2_s_nullchar,1621884802,1621786857
